gt_path,gt_class_id,prediction
./test_dataset/ts_img_147.jpg,129,125
./test_dataset/ts_img_148.jpg,129,125
./test_dataset/ts_img_149.jpg,129,125
./test_dataset/ts_img_150.jpg,129,125
./test_dataset/ts_img_151.jpg,130,126
./test_dataset/ts_img_152.jpg,130,126
./test_dataset/ts_img_153.jpg,130,126
./test_dataset/ts_img_154.jpg,130,126
./test_dataset/ts_img_155.jpg,130,126
./test_dataset/ts_img_156.jpg,130,126
./test_dataset/ts_img_157.jpg,131,127
./test_dataset/ts_img_158.jpg,131,127
./test_dataset/ts_img_159.jpg,131,127
./test_dataset/ts_img_160.jpg,131,127
./test_dataset/ts_img_161.jpg,131,127
./test_dataset/ts_img_162.jpg,131,127
./test_dataset/ts_img_163.jpg,132,128
./test_dataset/ts_img_164.jpg,132,128
./test_dataset/ts_img_165.jpg,132,128
./test_dataset/ts_img_166.jpg,132,128
./test_dataset/ts_img_167.jpg,132,137
./test_dataset/ts_img_168.jpg,132,128
./test_dataset/ts_img_169.jpg,133,129
./test_dataset/ts_img_170.jpg,133,129
./test_dataset/ts_img_171.jpg,133,129
./test_dataset/ts_img_172.jpg,133,129
./test_dataset/ts_img_173.jpg,133,129
./test_dataset/ts_img_174.jpg,133,129
./test_dataset/ts_img_175.jpg,134,130
./test_dataset/ts_img_176.jpg,134,130
./test_dataset/ts_img_177.jpg,134,130
./test_dataset/ts_img_178.jpg,134,130
./test_dataset/ts_img_179.jpg,134,130
./test_dataset/ts_img_180.jpg,134,130
./test_dataset/ts_img_181.jpg,135,131
./test_dataset/ts_img_182.jpg,135,131
./test_dataset/ts_img_183.jpg,135,131
./test_dataset/ts_img_184.jpg,135,131
./test_dataset/ts_img_185.jpg,135,131
./test_dataset/ts_img_186.jpg,135,131
./test_dataset/ts_img_187.jpg,136,132
./test_dataset/ts_img_188.jpg,136,132
./test_dataset/ts_img_189.jpg,136,132
./test_dataset/ts_img_190.jpg,136,132
./test_dataset/ts_img_191.jpg,136,132
./test_dataset/ts_img_192.jpg,136,132
./test_dataset/ts_img_193.jpg,137,137
./test_dataset/ts_img_194.jpg,137,137
./test_dataset/ts_img_195.jpg,137,133
./test_dataset/ts_img_196.jpg,137,133
./test_dataset/ts_img_197.jpg,137,137
./test_dataset/ts_img_198.jpg,137,133
./test_dataset/ts_img_199.jpg,139,134
./test_dataset/ts_img_200.jpg,139,134
./test_dataset/ts_img_201.jpg,139,134
./test_dataset/ts_img_202.jpg,139,134
./test_dataset/ts_img_203.jpg,139,131
./test_dataset/ts_img_204.jpg,139,134
./test_dataset/ts_img_205.jpg,140,135
./test_dataset/ts_img_206.jpg,140,135
./test_dataset/ts_img_207.jpg,140,135
./test_dataset/ts_img_208.jpg,140,135
./test_dataset/ts_img_209.jpg,140,135
./test_dataset/ts_img_210.jpg,140,135
./test_dataset/ts_img_211.jpg,141,136
./test_dataset/ts_img_212.jpg,141,136
./test_dataset/ts_img_213.jpg,141,136
./test_dataset/ts_img_214.jpg,141,136
./test_dataset/ts_img_215.jpg,141,136
./test_dataset/ts_img_216.jpg,141,136
./test_dataset/ts_img_217.jpg,201,137
./test_dataset/ts_img_218.jpg,201,137
./test_dataset/ts_img_219.jpg,201,137
./test_dataset/ts_img_220.jpg,201,137
./test_dataset/ts_img_221.jpg,201,137
./test_dataset/ts_img_222.jpg,201,137
./test_dataset/ts_img_223.jpg,202,138
./test_dataset/ts_img_224.jpg,202,138
./test_dataset/ts_img_225.jpg,202,138
./test_dataset/ts_img_226.jpg,202,138
./test_dataset/ts_img_227.jpg,202,138
./test_dataset/ts_img_228.jpg,202,138
./test_dataset/ts_img_229.jpg,203,127
./test_dataset/ts_img_230.jpg,203,127
./test_dataset/ts_img_231.jpg,203,127
./test_dataset/ts_img_232.jpg,203,127
./test_dataset/ts_img_233.jpg,203,139
./test_dataset/ts_img_234.jpg,203,127
./test_dataset/ts_img_235.jpg,204,140
./test_dataset/ts_img_236.jpg,204,140
./test_dataset/ts_img_237.jpg,204,140
./test_dataset/ts_img_238.jpg,204,140
./test_dataset/ts_img_239.jpg,204,140
./test_dataset/ts_img_240.jpg,204,140
./test_dataset/ts_img_241.jpg,205,141
./test_dataset/ts_img_242.jpg,205,141
./test_dataset/ts_img_243.jpg,205,141
./test_dataset/ts_img_244.jpg,205,141
./test_dataset/ts_img_245.jpg,205,141
./test_dataset/ts_img_246.jpg,205,141
./test_dataset/ts_img_247.jpg,206,201
./test_dataset/ts_img_248.jpg,206,201
./test_dataset/ts_img_249.jpg,206,201
./test_dataset/ts_img_250.jpg,206,201
./test_dataset/ts_img_251.jpg,206,201
./test_dataset/ts_img_252.jpg,206,201
./test_dataset/ts_img_253.jpg,208,219
./test_dataset/ts_img_254.jpg,208,219
./test_dataset/ts_img_255.jpg,208,219
./test_dataset/ts_img_256.jpg,208,219
./test_dataset/ts_img_257.jpg,208,219
./test_dataset/ts_img_258.jpg,208,219
./test_dataset/ts_img_259.jpg,209,203
./test_dataset/ts_img_260.jpg,209,203
./test_dataset/ts_img_261.jpg,209,203
./test_dataset/ts_img_262.jpg,209,203
./test_dataset/ts_img_263.jpg,209,203
./test_dataset/ts_img_264.jpg,209,203
./test_dataset/ts_img_265.jpg,211,205
./test_dataset/ts_img_266.jpg,211,205
./test_dataset/ts_img_267.jpg,211,221
./test_dataset/ts_img_268.jpg,211,307
./test_dataset/ts_img_269.jpg,211,205
./test_dataset/ts_img_270.jpg,211,205
./test_dataset/ts_img_271.jpg,212,205
./test_dataset/ts_img_272.jpg,212,205
./test_dataset/ts_img_273.jpg,212,205
./test_dataset/ts_img_274.jpg,212,205
./test_dataset/ts_img_275.jpg,212,205
./test_dataset/ts_img_276.jpg,212,205
./test_dataset/ts_img_277.jpg,213,206
./test_dataset/ts_img_278.jpg,213,206
./test_dataset/ts_img_279.jpg,213,221
./test_dataset/ts_img_280.jpg,213,221
./test_dataset/ts_img_281.jpg,213,221
./test_dataset/ts_img_282.jpg,213,221
./test_dataset/ts_img_283.jpg,214,207
./test_dataset/ts_img_284.jpg,214,207
./test_dataset/ts_img_285.jpg,214,207
./test_dataset/ts_img_286.jpg,214,207
./test_dataset/ts_img_287.jpg,214,207
./test_dataset/ts_img_288.jpg,214,207
./test_dataset/ts_img_289.jpg,215,208
./test_dataset/ts_img_290.jpg,215,208
./test_dataset/ts_img_291.jpg,215,106
./test_dataset/ts_img_292.jpg,215,214
./test_dataset/ts_img_293.jpg,215,214
./test_dataset/ts_img_294.jpg,215,214
./test_dataset/ts_img_295.jpg,216,219
./test_dataset/ts_img_296.jpg,216,209
./test_dataset/ts_img_297.jpg,216,219
./test_dataset/ts_img_298.jpg,216,219
./test_dataset/ts_img_299.jpg,216,127
./test_dataset/ts_img_300.jpg,216,123
./test_dataset/ts_img_301.jpg,302,210
./test_dataset/ts_img_302.jpg,302,210
./test_dataset/ts_img_303.jpg,302,210
./test_dataset/ts_img_304.jpg,302,210
./test_dataset/ts_img_305.jpg,302,210
./test_dataset/ts_img_306.jpg,302,210
./test_dataset/ts_img_307.jpg,303,211
./test_dataset/ts_img_308.jpg,303,211
./test_dataset/ts_img_309.jpg,303,211
./test_dataset/ts_img_310.jpg,303,211
./test_dataset/ts_img_311.jpg,303,211
./test_dataset/ts_img_312.jpg,303,211
./test_dataset/ts_img_313.jpg,304,212
./test_dataset/ts_img_314.jpg,304,212
./test_dataset/ts_img_315.jpg,304,212
./test_dataset/ts_img_316.jpg,304,212
./test_dataset/ts_img_317.jpg,304,212
./test_dataset/ts_img_318.jpg,304,212
./test_dataset/ts_img_319.jpg,305,213
./test_dataset/ts_img_320.jpg,305,213
./test_dataset/ts_img_321.jpg,305,213
./test_dataset/ts_img_322.jpg,305,213
./test_dataset/ts_img_323.jpg,305,213
./test_dataset/ts_img_324.jpg,305,213
./test_dataset/ts_img_325.jpg,306,214
./test_dataset/ts_img_326.jpg,306,214
./test_dataset/ts_img_327.jpg,306,214
./test_dataset/ts_img_328.jpg,306,214
./test_dataset/ts_img_329.jpg,306,214
./test_dataset/ts_img_330.jpg,306,214
./test_dataset/ts_img_331.jpg,307,203
./test_dataset/ts_img_332.jpg,307,203
./test_dataset/ts_img_333.jpg,307,203
./test_dataset/ts_img_334.jpg,307,203
./test_dataset/ts_img_335.jpg,307,203
./test_dataset/ts_img_336.jpg,307,203
./test_dataset/ts_img_337.jpg,308,216
./test_dataset/ts_img_338.jpg,308,216
./test_dataset/ts_img_339.jpg,308,216
./test_dataset/ts_img_340.jpg,308,216
./test_dataset/ts_img_341.jpg,308,216
./test_dataset/ts_img_342.jpg,308,216
./test_dataset/ts_img_343.jpg,309,309
./test_dataset/ts_img_344.jpg,309,217
./test_dataset/ts_img_345.jpg,309,310
./test_dataset/ts_img_346.jpg,309,310
./test_dataset/ts_img_347.jpg,309,217
./test_dataset/ts_img_348.jpg,309,217
./test_dataset/ts_img_349.jpg,310,214
./test_dataset/ts_img_350.jpg,310,214
./test_dataset/ts_img_351.jpg,310,221
./test_dataset/ts_img_352.jpg,310,214
./test_dataset/ts_img_353.jpg,310,214
./test_dataset/ts_img_354.jpg,310,214
